msg, files, lines, committer_date, 'modified_files'
"Fix filtering manifests in unpartitioned tables. (#72)

FilteredManifest only ran filters if there was a row filter AND a
partition filter, but it should run filteres if there is a row filter OR
a partition filter.

Because a filter may be null, this also updates the functions that
create evaluators to create an evaluator for alwaysTrue when the
expression is null.",2,127,2019-01-14 10:54:57-08:00,"['FilteredManifest.java', 'TestFilterFiles.java']"
Allow passing the unpartitioned spec to DataFiles.builder. (#71),1,6,2019-01-14 10:55:57-08:00,['DataFiles.java']
"Allow schema updates in transactions. (#70)

This is safe because schema updates can always read older data. If a
transaction includes a write followed by a schema update, the new schema
can read the data that was just written. Also, writers are allowed to
write with older schemas because the current schema can read any file
written with an older schema. If a transaction includes a schema update
followed by a write, using either the original schema or the new schema
will work.",2,17,2019-01-14 11:01:24-08:00,"['Transaction.java', 'BaseTransaction.java']"
Update struct fields for doc-only changes. (#66),1,5,2019-01-14 13:45:36-08:00,['SchemaUpdate.java']
"Support customizing table locations (#68)

* Add write.metadata.path to relocate metadata.
* Add UpdateLocation API to change a table's base location.
* Remove empty folder from Hive locations.",12,213,2019-01-14 13:45:55-08:00,"['Table.java', 'Transaction.java', 'UpdateLocation.java', 'BaseMetastoreTableOperations.java', 'BaseTable.java', 'BaseTransaction.java', 'SetLocation.java', 'TableMetadata.java', 'TableProperties.java', 'HadoopTableOperations.java', 'HiveTableOperations.java', 'HiveTableBaseTest.java']"
"Lazily submit tasks in ParallelIterable and add cancellation. (#45)

* Lazily submit tasks in ParallelIterable and add cancellation.

This removes the planner pool from ParallelIterable, which was used to
submit all of the iterable's tasks in parallel. This was used to queue
up tasks to read every manifest in a snapshot. However, when a caller
stopped reading early, all tasks would still run and add results to the
queue.

Now, tasks are submitted from the thread consuming the iterator as it
runs hasNext. If the caller stops consuming the iterator, then no new
tasks are submitted. This also keeps track of the submitted tasks and
will cancel them when the iterator is closed.

* Remove SystemProperties.PLANNER_THREAD_POOL_SIZE_PROP.",6,159,2019-01-16 08:29:52-08:00,"['CloseableGroup.java', 'BaseTableScan.java', 'SystemProperties.java', 'ParallelIterable.java', 'ThreadPools.java', 'TestHadoopCommits.java']"
Fix propagation of Hive configs (#79),2,49,2019-01-16 09:50:31-08:00,"['HiveTableBaseTest.java', 'metastore-site.xml']"
"Use Hadoop conf from HadoopOutputFile for Parquet (#84)

This fixes a copy & paste error in Parquet's write builder that checked whether an OutputFile was a HadoopInputFile instead of a HadoopOutputFile to get its Configuration.",1,5,2019-01-21 10:43:46-08:00,['Parquet.java']
"Add case sensitivity flag to expression binding (#82)

This doesn't change default behavior. Configuring case sensitivity for processing engines will be added in future commits.",18,142,2019-01-23 11:19:16-08:00,"['Binder.java', 'Evaluator.java', 'InclusiveManifestEvaluator.java', 'InclusiveMetricsEvaluator.java', 'Projections.java', 'ResidualEvaluator.java', 'StrictMetricsEvaluator.java', 'UnboundPredicate.java', 'Types.java', 'TestExpressionBinding.java', 'TestPredicateBinding.java', 'TestProjection.java', 'BaseTableScan.java', 'ParquetDictionaryRowGroupFilter.java', 'ParquetFilters.java', 'ParquetMetricsRowGroupFilter.java', 'SparkExpressions.java', 'SparkSchemaUtil.java']"
"Add LocationProvider to determine data file locations. (#87)

* Add LocationProvider to determine data file locations.
* Fix bug in stripTrailingSlash found by @fbosce.",15,435,2019-02-06 16:05:42-08:00,"['Table.java', 'FileIO.java', 'LocationProvider.java', 'BaseMetastoreTableOperations.java', 'BaseTable.java', 'BaseTransaction.java', 'LocationProviders.java', 'TableMetadata.java', 'TableOperations.java', 'HadoopTableOperations.java', 'PropertyUtil.java', 'LocalTableOperations.java', 'TestTables.java', 'Writer.java', 'TestTables.java']"
Add finalizer for Hadoop streams to catch paths that don't call close. (#90),1,35,2019-02-11 10:01:35-08:00,['HadoopStreams.java']
Update README to state Spark 2.4.0 support. (#95),1,7,2019-02-14 11:29:01-08:00,['README.md']
Remove unused SparkExpressions class. (#94),1,437,2019-02-15 13:21:25-08:00,['SparkExpressions.java']
Fix unnecessary indentation in parameter list (#98),1,2,2019-02-15 13:22:03-08:00,['Binder.java']
Fix typo in README.md (#97),1,2,2019-02-15 13:22:21-08:00,['README.md']
Remove unnecessary retry when reading metadata for existing manifest files (#88),1,5,2019-02-15 13:24:33-08:00,['SnapshotUpdate.java']
Add stream-level encryption API. (#85),18,596,2019-02-18 14:16:55-08:00,"['DataFile.java', 'Table.java', 'EncryptedInputFile.java', 'EncryptedOutputFile.java', 'EncryptionKeyMetadata.java', 'EncryptionManager.java', 'TestHelpers.java', 'DataFiles.java', 'GenericDataFile.java', 'SerializableByteBufferMap.java', 'TableOperations.java', 'BaseEncryptedInputFile.java', 'BaseEncryptedOutputFile.java', 'BaseEncryptionKeyMetadata.java', 'EncryptedFiles.java', 'EncryptionKeyMetadatas.java', 'ByteBuffers.java', 'Writer.java']"
"Fix Iceberg Parquet Reader scanning when filtering on nested types (#110)

* Fix parquet reader scan not returning rows when filtering on nested columns
* Addressed review comments, added unit tests for map & struct types for isNull & notNull expressions",2,40,2019-02-24 11:03:35-08:00,"['ParquetMetricsRowGroupFilter.java', 'TestMetricsRowGroupFilter.java']"
Add unit test UpdateSchemaWithComplexStruct (#115),1,51,2019-03-01 16:19:50-08:00,['TestHadoopCommits.java']
Add PlaintextEncryptionManager and add encryption support in Spark (#107),13,237,2019-03-05 09:47:13-08:00,"['Table.java', 'EncryptionKeyMetadata.java', 'BaseTable.java', 'BaseTransaction.java', 'DataFiles.java', 'TableOperations.java', 'BaseEncryptionKeyMetadata.java', 'EncryptedFiles.java', 'EncryptionKeyMetadatas.java', 'PlaintextEncryptionManager.java', 'ByteBuffers.java', 'Reader.java', 'Writer.java']"
Delete manifest lists after expiring snapshots. (#102),1,16,2019-03-05 16:13:27-08:00,['RemoveSnapshots.java']
Deep copy maps and lists in GenericDataFile. (#106),1,26,2019-03-05 16:21:16-08:00,['GenericDataFile.java']
"Fix handling of null partition values (#100)

* Fix StructLikeWrapper equals and hashCode null handling.
* Spark: Fix reading null partition values.
* Add test for null partition values.",3,142,2019-03-05 16:23:48-08:00,"['StructLikeWrapper.java', 'Reader.java', 'TestPartitionValues.java']"
Remove unused in-memory ManifestReader code. (#109),1,27,2019-03-05 16:42:16-08:00,['ManifestReader.java']
Add snapshot summary and operation. (#74),16,468,2019-03-05 16:43:39-08:00,"['DataOperations.java', 'Snapshot.java', 'BaseSnapshot.java', 'FastAppend.java', 'MergeAppend.java', 'MergingSnapshotUpdate.java', 'OverwriteData.java', 'ReplaceFiles.java', 'ReplacePartitionsOperation.java', 'SnapshotParser.java', 'SnapshotSummary.java', 'SnapshotUpdate.java', 'StreamingDelete.java', 'TestSnapshotJson.java', 'TestTableMetadataJson.java', 'AvroTestHelpers.java']"
Initial python implementation (#54),157,13101,2019-03-14 17:25:55-07:00,"['CHANGELOG.md', 'README.md', '__init__.py', '__init__.py', 'append_files.py', 'combined_scan_task.py', 'data_file.py', 'delete_files.py', '__init__.py', 'already_exists.py', 'validation_exception.py', 'expire_snapshots.py', '__init__.py', 'binder.py', 'evaluator.py', 'expression.py', 'expressions.py', 'inclusive_metrics_evaluator.py', '__init__.py', 'literals.py', 'predicate.py', 'reference.py', 'strict_metrics_evaluator.py', 'file_format.py', 'file_scan_task.py', 'files.py', 'filterable.py', 'filtered_snapshot.py', '__init__.py', 'closeable_group.py', 'closeable_iterable.py', 'delegating_input_stream.py', 'delegating_output_stream.py', 'file_appender.py', 'input_file.py', 'output_file.py', 'position_output_stream.py', 'seekable_input_stream.py', 'manifest_file.py', 'metrics.py', 'overwrite_files.py', 'partition_field.py', 'partition_spec.py', 'pending_update.py', 'replace_partitions.py', 'rewrite_files.py', 'rollback.py', 'scan_task.py', 'schema.py', 'snapshot.py', 'snapshot_iterable.py', 'struct_like.py', 'table.py', 'table_scan.py', 'tables.py', 'transaction.py', '__init__.py', 'bucket.py', 'dates.py', 'identity.py', 'projection_util.py', 'timestamps.py', 'transform.py', 'transform_util.py', 'transforms.py', 'truncate.py', '#conversions.py#', '__init__.py', 'check_compatibility.py', 'conversions.py', 'type.py', 'type_util.py', 'types.py', 'update_properties.py', 'update_schema.py', '__init__.py', '__init__.py', 'avro_schema_util.py', 'avro_to_iceberg.py', 'iceberg_to_avro.py', 'base_metastore_table_operations.py', 'base_metastore_tables.py', 'base_snapshot.py', 'base_table.py', 'base_table_scan.py', 'base_transaction.py', 'config_properties.py', 'data_files.py', 'generic_data_file.py', 'generic_manifest_file.py', 'generic_partition_field_summary.py', '__init__.py', 'file_status.py', 'file_system.py', 'hadoop_input_file.py', 'hadoop_output_file.py', 'hadoop_table_operations.py', 'local_filesystem.py', 's3_filesystem_wrapper.py', 'util.py', 'manifest_entry.py', 'manifest_list_writer.py', 'manifest_reader.py', 'partition_data.py', 'partition_spec_parser.py', 'partition_summary.py', 'schema_parser.py', 'schema_update.py', 'snapshot_parser.py', 'table_metadata.py', 'table_metadata_parser.py', 'table_operations.py', '__init__.py', 'atomic_integer.py', '__init__.py', 'exceptions.py', '__init__.py', '__init__.py', 'spark_catalog.py', 'table_identifier.py', 'setup.py', '__init__.py', '__init__.py', '__init__.py', 'conftest.py', 'test_evaluator.py', 'test_expression_binding.py', 'test_expression_helpers.py', 'test_expression_serializations.py', 'test_inclusive_metrics_evaluator.py', 'test_literal_serialization.py', 'test_misc_literal_conversions.py', 'test_numeric_literal_conversions.py', 'test_predicate_binding.py', 'test_strict_metrics_evaluator.py', 'test_string_literal_conversions.py', 'test_conversions.py', 'test_helpers.py', '__init__.py', 'test_bucketing.py', 'test_dates.py', 'test_identity.py', 'test_timestamps.py', 'test_truncate.py', '__init__.py', 'test_binary_comparator.py', 'test_char_seq_comparator.py', 'test_comparable_comparator.py', 'test_readabilty_checks.py', '__init__.py', '__init__.py', 'test_avro.py', 'conftest.py', 'test_snapshot_json.py', 'test_table_metadata_json.py', 'test_table_metadata_parser.py', 'tox.ini']"
Split files when planning scan tasks (#119),7,321,2019-03-15 17:50:36-07:00,"['FileFormat.java', 'FileScanTask.java', 'BaseFileScanTask.java', 'BaseTableScan.java', 'TestSplitScanTaskIterator.java', 'TestSplitScan.java', 'TestFilteredScan.java']"
"Account for file open cost in split planning (#130)

This tasks with lots of small files by applying a file open cost that acts as a minimum file weight when combining files into tasks. Tasks with a large number of small files can be stragglers because of the latency to open each file.",3,136,2019-03-18 15:20:49-07:00,"['BaseTableScan.java', 'TableProperties.java', 'TestSplitPlanning.java']"
Fix collection of bounds for small decimals in ParquetMetrics (#131),3,336,2019-03-18 15:26:31-07:00,"['ParquetConversions.java', 'ParquetMetrics.java', 'TestParquetMetrics.java']"
Support case sensitivity configuration (#89),25,809,2019-03-18 17:46:39-07:00,"['Schema.java', 'TableScan.java', 'Evaluator.java', 'InclusiveManifestEvaluator.java', 'InclusiveMetricsEvaluator.java', 'Projections.java', 'ResidualEvaluator.java', 'TypeUtil.java', 'TestEvaluatior.java', 'TestInclusiveManifestEvaluator.java', 'TestInclusiveMetricsEvaluator.java', 'TestProjection.java', 'TestResiduals.java', 'TestReadabilityChecks.java', 'BaseTableScan.java', 'FilteredManifest.java', 'ManifestReader.java', 'TestBaseTableScan.java', 'TestFilterFiles.java', 'IcebergGenerics.java', 'TableScanIterable.java', 'SparkSchemaUtil.java', 'IcebergSource.java', 'Reader.java', 'TestFilteredScan.java']"
Python: Remove unused conversions file (#129),1,87,2019-03-19 10:50:42-07:00,['#conversions.py#']
Use Iceberg writers for Parquet data written from Spark. (#63),5,673,2019-03-19 14:03:41-07:00,"['SparkParquetWriters.java', 'Writer.java', 'RandomData.java', 'TestHelpers.java', 'TestSparkParquetWriter.java']"
Add length to FileAppender to avoid a call to S3 when writing. (#101),8,85,2019-03-19 15:41:51-07:00,"['Files.java', 'FileAppender.java', 'ManifestListWriter.java', 'ManifestWriter.java', 'AvroFileAppender.java', 'OrcFileAppender.java', 'ParquetWriteAdapter.java', 'ParquetWriter.java']"
Collect lower/upper bounds for nested struct fields in ParquetMetrics (#136),2,70,2019-03-20 13:48:35-07:00,"['ParquetMetrics.java', 'TestParquetMetrics.java']"
"Rename packages to org.apache.iceberg (#138)

* Move all packages by directory (but don't change references)
* Rename all references from com.netflix.iceberg to org.apache.iceberg
* Reorganize all imports due to new package name.
  Previous commit only did a string find-replace, which made all the imports out of order. Use an IDE to auto-sort all imports.",382,5727,2019-03-20 16:25:05-07:00,"['AppendFiles.java', 'CombinedScanTask.java', 'DataFile.java', 'DataOperations.java', 'DeleteFiles.java', 'ExpireSnapshots.java', 'FileFormat.java', 'FileScanTask.java', 'Files.java', 'Filterable.java', 'ManifestFile.java', 'Metrics.java', 'OverwriteFiles.java', 'PartitionField.java', 'PartitionSpec.java', 'PendingUpdate.java', 'ReplacePartitions.java', 'RewriteFiles.java', 'Rollback.java', 'ScanTask.java', 'Schema.java', 'Snapshot.java', 'StructLike.java', 'Table.java', 'TableScan.java', 'Tables.java', 'Transaction.java', 'UpdateLocation.java', 'UpdateProperties.java', 'UpdateSchema.java', 'EncryptedInputFile.java', 'EncryptedOutputFile.java', 'EncryptionKeyMetadata.java', 'EncryptionManager.java', 'Listener.java', 'Listeners.java', 'ScanEvent.java', 'AlreadyExistsException.java', 'CommitFailedException.java', 'NoSuchTableException.java', 'RuntimeIOException.java', 'ValidationException.java', 'And.java', 'Binder.java', 'BoundPredicate.java', 'BoundReference.java', 'Evaluator.java', 'Expression.java', 'ExpressionVisitors.java', 'Expressions.java', 'False.java', 'InclusiveManifestEvaluator.java', 'InclusiveMetricsEvaluator.java', 'Literal.java', 'Literals.java', 'NamedReference.java', 'Not.java', 'Or.java', 'Predicate.java', 'Projections.java', 'Reference.java', 'ResidualEvaluator.java', 'RewriteNot.java', 'SerializationProxies.java', 'StrictMetricsEvaluator.java', 'True.java', 'UnboundPredicate.java', 'CloseableGroup.java', 'CloseableIterable.java', 'DelegatingInputStream.java', 'DelegatingOutputStream.java', 'FileAppender.java', 'FileIO.java', 'InputFile.java', 'LocationProvider.java', 'OutputFile.java', 'PositionOutputStream.java', 'SeekableInputStream.java', 'Bucket.java', 'Dates.java', 'Identity.java', 'PartitionSpecVisitor.java', 'ProjectionUtil.java', 'Timestamps.java', 'Transform.java', 'TransformUtil.java', 'Transforms.java', 'Truncate.java', 'AssignFreshIds.java', 'CheckCompatibility.java', 'Comparators.java', 'Conversions.java', 'FindTypeVisitor.java', 'GetProjectedIds.java', 'IndexById.java', 'IndexByName.java', 'PrimitiveHolder.java', 'PruneColumns.java', 'ReassignIds.java', 'Type.java', 'TypeUtil.java', 'Types.java', 'TestHelpers.java', 'TestPartitionPaths.java', 'TestListeners.java', 'TestEvaluatior.java', 'TestExpressionBinding.java', 'TestExpressionHelpers.java', 'TestExpressionSerialization.java', 'TestInclusiveManifestEvaluator.java', 'TestInclusiveMetricsEvaluator.java', 'TestLiteralSerialization.java', 'TestMiscLiteralConversions.java', 'TestNumericLiteralConversions.java', 'TestPredicateBinding.java', 'TestStrictMetricsEvaluator.java', 'TestStringLiteralConversions.java', 'TestBucketing.java', 'TestDates.java', 'TestIdentity.java', 'TestProjection.java', 'TestResiduals.java', 'TestTimestamps.java', 'TestTransformSerialization.java', 'TestTruncate.java', 'TestBinaryComparator.java', 'TestCharSeqComparator.java', 'TestComparableComparator.java', 'TestReadabilityChecks.java', 'TestSerializableTypes.java', 'build.gradle', 'DynClasses.java', 'DynConstructors.java', 'DynFields.java', 'DynMethods.java', 'BaseCombinedScanTask.java', 'BaseFileScanTask.java', 'BaseMetastoreTableOperations.java', 'BaseMetastoreTables.java', 'BaseSnapshot.java', 'BaseTable.java', 'BaseTableScan.java', 'BaseTransaction.java', 'ConfigProperties.java', 'DataFiles.java', 'FastAppend.java', 'FileHistory.java', 'FilteredManifest.java', 'GenericDataFile.java', 'GenericManifestFile.java', 'GenericPartitionFieldSummary.java', 'HasTableOperations.java', 'LocationProviders.java', 'ManifestEntry.java', 'ManifestGroup.java', 'ManifestListWriter.java', 'ManifestReader.java', 'ManifestWriter.java', 'MergeAppend.java', 'MergingSnapshotUpdate.java', 'OverwriteData.java', 'PartitionData.java', 'PartitionSpecParser.java', 'PartitionSummary.java', 'PropertiesUpdate.java', 'RemoveSnapshots.java', 'ReplaceFiles.java', 'ReplacePartitionsOperation.java', 'RollbackToSnapshot.java', 'ScanSummary.java', 'SchemaParser.java', 'SchemaUpdate.java', 'SerializableByteBufferMap.java', 'SetLocation.java', 'SnapshotParser.java', 'SnapshotSummary.java', 'SnapshotUpdate.java', 'StreamingDelete.java', 'SystemProperties.java', 'TableMetadata.java', 'TableMetadataParser.java', 'TableOperations.java', 'TableProperties.java', 'Avro.java', 'AvroCustomOrderSchemaVisitor.java', 'AvroFileAppender.java', 'AvroIO.java', 'AvroIterable.java', 'AvroSchemaUtil.java', 'AvroSchemaVisitor.java', 'BuildAvroProjection.java', 'GenericAvroReader.java', 'GenericAvroWriter.java', 'LogicalMap.java', 'ProjectionDatumReader.java', 'PruneColumns.java', 'SchemaToType.java', 'TypeToSchema.java', 'UUIDConversion.java', 'ValueReader.java', 'ValueReaders.java', 'ValueWriter.java', 'ValueWriters.java', 'BaseEncryptedInputFile.java', 'BaseEncryptedOutputFile.java', 'BaseEncryptionKeyMetadata.java', 'EncryptedFiles.java', 'EncryptionKeyMetadatas.java', 'PlaintextEncryptionManager.java', 'HadoopFileIO.java', 'HadoopInputFile.java', 'HadoopOutputFile.java', 'HadoopStreams.java', 'HadoopTableOperations.java', 'HadoopTables.java', 'SerializableConfiguration.java', 'Util.java', 'BinPacking.java', 'ByteBuffers.java', 'CharSequenceWrapper.java', 'ExceptionUtil.java', 'Exceptions.java', 'JsonUtil.java', 'Pair.java', 'ParallelIterable.java', 'PropertyUtil.java', 'StructLikeWrapper.java', 'Tasks.java', 'ThreadPools.java', 'AssertHelpers.java', 'LocalTableOperations.java', 'TableMetadataParserTest.java', 'TableTestBase.java', 'TestBaseTableScan.java', 'TestCreateTransaction.java', 'TestDeleteFiles.java', 'TestFastAppend.java', 'TestFilterFiles.java', 'TestMergeAppend.java', 'TestOverwrite.java', 'TestReplaceFiles.java', 'TestReplacePartitions.java', 'TestReplaceTransaction.java', 'TestScanSummary.java', 'TestSchemaUpdate.java', 'TestSnapshotJson.java', 'TestSplitPlanning.java', 'TestSplitScanTaskIterator.java', 'TestTableMetadataJson.java', 'TestTables.java', 'TestTransaction.java', 'AvroDataTest.java', 'AvroTestHelpers.java', 'RandomAvroData.java', 'TestAvroReadProjection.java', 'TestGenericAvro.java', 'TestReadProjection.java', 'TestSchemaConversions.java', 'HadoopTableTestBase.java', 'TestHadoopCommits.java', 'TestBinPacking.java', 'GenericRecord.java', 'IcebergGenerics.java', 'Record.java', 'TableScanIterable.java', 'DataReader.java', 'DataWriter.java', 'GenericReaders.java', 'GenericWriters.java', 'IcebergDecoder.java', 'IcebergEncoder.java', 'GenericParquetReaders.java', 'GenericParquetWriter.java', 'TestSplitScan.java', 'DataTest.java', 'DataTestHelpers.java', 'RandomGenericData.java', 'TestLocalScan.java', 'TestReadProjection.java', 'TestGenericData.java', 'TestGenericReadProjection.java', 'TestSingleMessageEncoding.java', 'TestGenericData.java', 'TestGenericReadProjection.java', 'Convert table to Iceberg.ipynb', 'HiveTableOperations.java', 'HiveTables.java', 'HiveTypeConverter.java', 'HiveTableBaseTest.java', 'HiveTablesTest.java', 'ScriptRunner.java', 'ColumnIdMap.java', 'ORC.java', 'OrcFileAppender.java', 'OrcIterator.java', 'TypeConversion.java', 'ColumnIterator.java', 'ColumnWriter.java', 'MessageTypeToType.java', 'PageIterator.java', 'Parquet.java', 'ParquetAvro.java', 'ParquetAvroReader.java', 'ParquetAvroValueReaders.java', 'ParquetAvroWriter.java', 'ParquetConversions.java', 'ParquetDictionaryRowGroupFilter.java', 'ParquetFilters.java', 'ParquetIO.java', 'ParquetIterable.java', 'ParquetMetrics.java', 'ParquetMetricsRowGroupFilter.java', 'ParquetReadSupport.java', 'ParquetReader.java', 'ParquetSchemaUtil.java', 'ParquetTypeVisitor.java', 'ParquetValueReader.java', 'ParquetValueReaders.java', 'ParquetValueWriter.java', 'ParquetValueWriters.java', 'ParquetWriteAdapter.java', 'ParquetWriteSupport.java', 'ParquetWriter.java', 'PruneColumns.java', 'TripleIterator.java', 'TripleWriter.java', 'TypeToMessageType.java', 'TypeWithSchemaVisitor.java', 'TestHelpers.java', 'TestParquetReadProjection.java', 'TestReadProjection.java', 'TestDictionaryRowGroupFilter.java', 'TestMetricsRowGroupFilter.java', 'TestMetricsRowGroupFilterTypes.java', 'TestParquetMetrics.java', 'IcebergPigInputFormat.java', 'IcebergStorage.java', 'PigParquetReader.java', 'SchemaUtil.java', 'SchemaUtilTest.java', 'FixupTypes.java', 'PruneColumnsWithReordering.java', 'PruneColumnsWithoutReordering.java', 'SparkFilters.java', 'SparkSchemaUtil.java', 'SparkTypeToType.java', 'SparkTypeVisitor.java', 'TypeToSparkType.java', 'SparkAvroReader.java', 'SparkAvroWriter.java', 'SparkParquetReaders.java', 'SparkParquetWriters.java', 'SparkValueReaders.java', 'SparkValueWriters.java', 'Hive.java', 'IcebergSource.java', 'PartitionKey.java', 'Reader.java', 'Stats.java', 'Writer.java', 'org.apache.spark.sql.sources.DataSourceRegister', 'SparkTableUtil.scala', 'AvroDataTest.java', 'RandomData.java', 'TestHelpers.java', 'TestParquetAvroReader.java', 'TestParquetAvroWriter.java', 'TestSparkAvroReader.java', 'TestSparkDateTimes.java', 'TestSparkParquetReader.java', 'TestSparkParquetWriter.java', 'SimpleRecord.java', 'TestAvroScan.java', 'TestDataFrameWrites.java', 'TestFilteredScan.java', 'TestIcebergSource.java', 'TestParquetScan.java', 'TestParquetWrite.java', 'TestPartitionValues.java', 'TestReadProjection.java', 'TestSparkReadProjection.java', 'TestTables.java']"
